0.394602,0.00871887873887665,0.404852,0.338231,0.00469446073300304,0,46.926934,18.642839304671,0
0.37026,0.00484848831493446,0.381791,0.358729,0.000869570454036669,0,44.2620935,16.605095152226,0
0.353605,0.00425667736751735,0.366417,0.347199,0.00104556575984206,0,42.005295,14.958529868315,0
0.354886,0.00320857514646583,0.363854,0.351042,0.000772707605306613,0,42.353775,15.200104733033,0
0.366417,0.00897486224776271,0.377947,0.351042,0.00139197428375571,0,43.5375825,16.071188271081,0
0.371541,0.00572300577290296,0.379228,0.361292,0.000577584560856217,0,44.0897745,16.476827761411,0
0.366417,0.00416494827078552,0.383072,0.362573,0.000951689281955502,0,43.766923,16.238511570406,0
0.3926805,0.107487805181358,0.832765,0.302625,0.0446130022862269,0,47.6340295,20.556388618486,0
0.266111,0.0164087188725563,0.302625,0.244972,0.000799758987517006,0,31.7645885,8.585858960231,0
0.230879,0.00747895569456274,0.248815,0.223192,0.0007391990612148,0,27.7141455,6.516149759294,0
0.212942,0.00519142568215855,0.223192,0.203974,0.000654431381854868,0,25.4490145,5.492103286351,0
0.202693,0.00279244458026001,0.209099,0.196287,0.000690900559389982,0,24.0928955,4.920150795365,0
0.197568,0.00225251560212468,0.202693,0.193725,0.000696949473579257,0,23.426689,4.652744335788,0
0.197568,0.00229523943912463,0.202693,0.192443,0.000781102965619688,0,23.5362135,4.695743794152,0
0.196287,0.00176729786264062,0.20013,0.193725,0.000736365843879183,0,23.3959425,4.638900967974,0
0.191162,0.00388211898301937,0.198849,0.183475,0.000797257091419771,0,22.7547155,4.390384251168,0
0.1886,0.0055371791668665,0.197568,0.177069,0.00121253648080243,0,22.2396645,4.197456432233,0
0.214223,0.0824334496978563,0.389478,0.064059,0.0145257932936307,0,29.009114,7.964008688143,0
0.401008,0.0215324522976985,0.415101,0.288265,0.0129513529068397,0,47.0345765,18.807309399582,0
0.409977,0.0795653843046825,0.426632,0.116587,0.0250884634257167,0,44.9142095,17.83463903357,0
0.408695,0.0288843315608871,0.415101,0.269047,0.00686031201135762,0,47.50923,19.188173858503,0
0.408695,0.0038835161504436,0.416382,0.401008,0.00084163552998467,0,48.489347,19.928515382036,0
0.403571,0.074834636926297,0.548344,0.252659,0.020636388022558,0,43.890042,16.962026430491,0
0.2404875,0.0206511928943706,0.310312,0.223192,0.00329761116761235,0,28.9017935,7.147636479046,0
0.465067,0.0628873709276475,0.488128,0.265204,0.0204393818229369,0,50.885431,22.382777168241,0
0.476598,0.0362683303702006,0.497097,0.310045,0.0133093967784059,0,55.5761745,26.33076467934,0
0.44585,0.00867099865920294,0.461224,0.427913,0.00165355032003097,0,52.9503935,23.765753163592,0
0.407414,0.00697013456659702,0.426632,0.398446,0.00129179347602588,0,48.794257,20.184930743692,0
0.3773065,0.00975915564779623,0.40229,0.365135,0.000763726373453246,0,45.2838285,17.390702868045,0
0.354886,0.0051029759761707,0.365135,0.347199,0.00054790755119847,0,42.3114975,15.174634233069,0
0.344637,0.00267681207765686,0.349761,0.339512,0.000584806743844181,0,41.022645,14.260844236949,0
0.336949,0.0035698777507335,0.339512,0.329262,0.00046379742298291,0,39.940681,13.51885905927,0
0.3267,0.00159632906578641,0.330544,0.322857,0.000601341100078874,0,38.868334,12.804066011872,0
0.325419,0.0028263769104732,0.331825,0.321575,0.000418447774631437,0,38.7049945,12.696143756624,0
0.321575,0.00116752075824731,0.322857,0.319013,0.000372344583060368,0,38.207241,12.369920152597,0
0.317732,0.00123607701073623,0.320294,0.316451,0.000332842529661322,0,37.82548,12.12438699912,0
0.319013,0.00105990178235311,0.321575,0.316451,0.00053942903513637,0,37.9529395,12.205911368634,0
0.327981,0.00316441487193489,0.329262,0.320294,0.000549401836813176,0,38.8042535,12.759783127797,0
0.327981,0.00230032435416916,0.334387,0.325419,0.000577328928215543,0,39.0963885,12.953812660679,0
0.333106,0.000953034213323278,0.334387,0.330544,0.000440707209456124,0,39.558911,13.260698239812,0
0.333106,0.000833043232936429,0.334387,0.331825,0.000540294892892894,0,39.6517835,13.322917315479,0
0.334387,0.00114209462559962,0.336949,0.331825,0.000611900628258718,0,39.8221565,13.437626435781,0
0.336949,0.00161302683444122,0.339512,0.334387,0.000601186873988616,0,40.0675105,13.604646186576,0
0.335668,0.00152963693271912,0.339512,0.333106,0.000513149374536121,0,40.042525,13.587363728238,0
0.334387,0.00117189081189333,0.335668,0.331825,0.000540294892892901,0,39.7363295,13.381110524553,0
0.339512,0.0573412305726559,0.621638,0.294671,0.023217584659481,0,41.9494055,15.292405816657,0
0.329262,0.00348787514147525,0.338231,0.325419,0.000605073302674528,0,39.3609365,13.131165686934,0
0.324138,0.00143122132305253,0.3267,0.321575,0.000716746291715908,0,38.534616,12.583184974949,0
0.315169,0.00355446103908333,0.322857,0.310045,0.000721884029310282,0,37.5781845,11.968198150527,0
0.307482,0.00167343017410916,0.310045,0.303639,0.000644539813908675,0,36.5378675,11.313498382378,0
0.302358,0.00130356432697119,0.30492,0.299795,0.000655896082026207,0,35.935116,10.942769429897,0
0.295952,0.00238082336037751,0.301077,0.290827,0.000789302269861769,0,35.279129,10.548367383915,0
0.294671,0.00133056480580654,0.297233,0.292108,0.000623716061860308,0,35.076075,10.426713128661,0
0.295952,0.000658748588196567,0.297233,0.293389,0.000656526087440187,0,35.1766545,10.486312079373,0
